YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
2019,28,0.809956,0.795831,2344,2660,737,8422,2090,1058265
2019,29,0.755431,0.768849,2219,2570,704,8111,2132,1054954
2019,30,0.73346,0.748185,2128,2451,615,7755,2117,1036508
2019,31,0.72729,0.758451,2348,2436,603,7874,2128,1038168
2019,32,0.754637,0.77011,2089,2384,758,8038,2146,1043747
2019,33,0.730938,0.834825,2630,2828,694,8987,2178,1076513
2019,34,0.840615,0.942052,2907,3501,716,10096,2147,1071703
2019,35,0.989217,1.07895,3394,4220,770,11817,2169,1095230
2019,36,1.14059,1.20634,3801,4535,868,13158,2189,1090741
2019,37,1.23272,1.2757,3905,5499,959,14831,2221,1162580
2019,38,1.24529,1.39156,4463,5673,1025,15977,2198,1148137
2019,39,1.33771,1.49698,4970,6104,1100,17414,2180,1163278
2019,40,1.49064,1.50415,6218,7658,1448,21915,2896,1456967
2019,41,1.59269,1.59823,6550,7638,1603,22953,2924,1436150
2019,42,1.72517,1.73838,7273,8277,1649,24857,2950,1429897
2019,43,1.83428,1.8605,7892,9349,1793,27419,2980,1473740
2019,44,2.04049,2.01425,8658,10068,1762,28910,2989,1435277
2019,45,2.39351,2.36364,10557,12551,1843,34586,3007,1463253
2019,46,2.63245,2.64431,11446,13671,1968,37728,2976,1426760
2019,47,2.91944,2.97548,12714,17049,2148,44148,2971,1483729
2019,48,3.41066,3.44787,14389,14717,2366,43817,2971,1270842
2019,49,3.2622,3.31577,13839,16389,2777,48877,2977,1474075
2019,50,3.94308,3.86928,14728,21877,2903,56444,2947,1458774
2019,51,5.06529,5.02757,17999,29177,3349,71584,2913,1423829
2019,52,7.06161,7.15315,24097,34004,5401,95757,2905,1338669
2020,1,5.91974,6.22926,21564,23383,6876,88681,2957,1423620
2020,2,4.94176,5.06974,15547,22747,5464,75585,2987,1490905
2020,3,5.33174,5.35782,16587,29657,4728,79746,2983,1488404
2020,4,6.08106,6.0261,18558,35216,4670,90072,2984,1494697
2020,5,6.74724,6.87271,20299,44117,5475,108307,2984,1575900
2020,6,6.7998,7.08261,20270,45491,5702,111289,2994,1571300
2020,7,6.11292,6.22068,17393,36909,5457,95418,2958,1533883
2020,8,5.55671,5.62148,15233,28328,5142,79832,2909,1420123
2020,9,5.12279,5.10226,13817,25487,5107,74809,2934,1466192
2020,10,5.26652,5.28928,13888,26396,5698,78779,2901,1489410
2020,11,5.67081,6.29229,14149,27752,6686,89571,2836,1423503
2020,12,6.38029,7.35285,10790,17512,6986,78584,2798,1068755
2020,13,4.91692,6.22687,5129,8322,6458,53142,2727,853431
2020,14,3.78625,4.82995,2359,4852,5380,36251,2684,750546
2020,15,2.80122,3.47366,1496,3426,4014,24974,2686,718953
2020,16,2.12879,2.57382,1068,2666,2926,18265,2666,709645
2020,17,1.73315,2.02032,926,2317,2293,15164,2652,750576
2020,18,1.40932,1.62094,864,2098,1896,12817,2624,790715
2020,19,1.18336,1.35262,729,1889,1622,11066,2611,818113
2020,20,1.11451,1.23819,788,1960,1449,10480,2601,846400
2020,21,1.00534,1.07598,1224,2402,1586,11735,2971,1090638
2020,22,0.88827,0.885843,805,1898,1461,9614,2950,1085294
2020,23,0.814062,0.819928,802,1969,1409,9325,2931,1137295
2020,24,0.836751,0.814575,881,2141,1378,9580,2902,1176074
2020,25,0.928456,0.950979,1006,2679,1471,11866,2935,1247767
2020,26,1.14217,1.20306,1216,3491,1902,15499,2896,1288294
2020,27,1.27401,1.38424,1395,3970,2223,17843,2897,1289006
2020,28,1.34951,1.47311,1545,4094,2632,20046,2918,1360798
2020,29,1.34471,1.43761,1658,4075,2436,19260,2894,1339726
2020,30,1.22153,1.21898,1634,3560,2145,16533,2953,1356301
2020,31,1.15258,1.15067,1609,3497,2114,15524,2992,1349125
2020,32,1.0626,1.05662,1570,3271,1938,14117,2956,1336052
2020,33,0.979884,0.981699,1592,3167,1758,13193,2978,1343895
2020,34,0.969202,0.961833,1804,3283,1666,12952,2930,1346595
2020,35,1.00022,0.970543,1866,3951,1489,13159,2967,1355839
2020,36,0.920817,0.919002,1759,3609,1479,12316,2921,1340149
2020,37,1.0355,0.978032,1999,3822,1446,13035,2915,1332779
2020,38,0.974333,0.955677,2070,3628,1487,13049,2943,1365420
2020,39,1.06462,1.03845,2286,4366,1578,14586,2941,1404590
2020,40,1.09211,1.08024,2454,4715,1844,16466,3246,1524289
2020,41,1.21201,1.19451,2558,5239,2320,19144,3318,1602667
2020,42,1.11151,1.09796,2313,4613,2101,17235,3301,1569727
2020,43,1.18662,1.15393,2454,4834,2174,18133,3330,1571417
2020,44,1.25262,1.18924,2512,4916,2292,18554,3421,1560158
2020,45,1.44427,1.33759,2726,5825,2453,21370,3425,1597645
2020,46,1.48969,1.37845,2776,5544,2873,22598,3391,1639379
2020,47,1.56064,1.43236,2692,5342,2895,22709,3334,1585429
2020,48,1.61944,1.49959,2484,4584,3192,21313,3333,1421255
2020,49,1.57347,1.44967,2597,4861,3135,22251,3339,1534905
2020,50,1.51939,1.42617,2504,4692,3321,22103,3358,1549810
2020,51,1.50599,1.39797,2482,4282,3145,20874,3299,1493163
2020,52,1.55485,1.45725,2323,3564,3404,19836,3301,1361197
2020,53,1.58903,1.53781,2583,3933,3668,22423,3280,1458113
2021,1,1.47519,1.4348,2414,4549,3413,22711,3316,1582870
2021,2,1.28752,1.2606,2297,3975,2830,19018,3278,1508647
2021,3,1.25172,1.21098,2566,4056,2542,18350,3315,1515305
2021,4,1.10177,1.12283,2558,3953,2237,16896,3324,1504764
2021,5,1.16565,1.08237,2636,4015,1927,16098,3295,1487296
2021,6,1.00609,0.975086,2552,3730,1572,14079,3246,1443873
2021,7,0.986101,0.907555,2318,3144,1503,12591,3256,1387354
2021,8,0.864388,0.860857,2543,3541,1521,13344,3276,1550083
2021,9,0.828056,0.842356,2771,3540,1347,13000,3278,1543291
2021,10,0.882103,0.902897,3218,3806,1371,14077,3284,1559093
2021,11,0.908033,0.939382,3514,3856,1359,14574,3227,1551445
2021,12,0.947577,0.96011,3817,3915,1354,15354,3201,1599192
2021,13,0.975225,0.998141,4116,4089,1265,15993,3257,1602279
2021,14,1.06101,1.07796,4731,4685,1355,18100,3277,1679101
2021,15,1.08091,1.1089,5227,4907,1383,19165,3282,1728295
2021,16,1.10326,1.1502,5763,5093,1451,19305,3248,1678407
2021,17,1.13361,1.1834,6326,5503,1418,20099,3256,1698411
2021,18,1.14992,1.20915,6822,5401,1288,19930,3227,1648268
2021,19,1.19092,1.25462,7365,5491,1308,20367,3214,1623366
2021,20,1.24677,1.26333,8352,5414,1333,21262,3193,1683010
2021,21,1.14504,1.19095,7953,4967,1175,19675,3141,1652047
2021,22,1.18454,1.25187,8502,4854,1240,20143,3140,1609033
2021,23,1.12943,1.14521,8096,4645,1222,19182,3110,1674977
2021,24,1.18866,1.18174,8503,4594,1189,19579,3068,1656791
2021,25,1.21202,1.21001,8514,4609,1301,19890,3057,1643793
2021,26,1.21342,1.21283,8369,4757,1291,20092,3055,1656615
2021,27,1.26676,1.32905,8719,5309,1508,22371,3055,1683237
2021,28,1.38728,1.44269,9193,5930,1710,25261,3067,1750965
2021,29,1.6475,1.70926,10371,7170,2149,30545,3067,1787028
2021,30,1.80199,1.91065,11132,8572,2628,35195,3050,1842048
2021,31,1.94952,2.05206,11102,8900,2883,37756,3050,1839909
2021,32,2.03548,2.15548,11264,10105,2917,40067,3042,1858843
2021,33,2.1918,2.30581,11801,12275,2893,42721,3029,1852756
2021,34,2.23897,2.30752,11982,13529,2826,43058,3028,1865986
2021,35,2.26643,2.25253,11745,13053,2623,40864,3027,1814136
2021,36,2.21298,2.21275,11705,12250,2645,39421,3021,1781535
2021,37,2.045,2.00464,11248,11578,2304,36193,3059,1805463
2021,38,1.90124,1.93759,10916,11380,2062,33976,3037,1753523
2021,39,1.8442,1.84367,10133,10040,1834,29949,2877,1624427
2021,40,2.04291,1.96951,13140,13154,2574,39535,3501,2007349
2021,41,1.94883,1.90695,13072,11985,2486,37638,3510,1973726
2021,42,1.92689,1.86187,12500,11458,2355,35714,3474,1918176
2021,43,1.9797,1.89376,12859,11888,2362,36639,3509,1934723
2021,44,2.13555,2.08777,13304,14454,2374,40030,3515,1917361
2021,45,2.26828,2.22941,14565,15840,2730,44163,3530,1980931
2021,46,2.41203,2.35687,14740,17358,2816,47076,3526,1997393
2021,47,2.51906,2.45867,14918,13401,3103,43324,3519,1762089
2021,48,2.55518,2.56351,15167,17353,4012,52729,3545,2056903
2021,49,2.73156,2.71846,14971,19971,3891,55069,3544,2025745
2021,50,3.14637,3.09823,16287,23450,3961,62545,3518,2018736
2021,51,4.00697,4.07867,18515,25073,5307,79225,3496,1942424
2021,52,4.90255,5.06901,24109,28952,8989,113862,3455,2246237
2022,1,4.32609,4.28066,17044,24738,7939,93262,3487,2178681
2022,2,3.53446,3.41579,12223,20214,6181,69183,3499,2025389
2022,3,2.80631,2.67796,9492,13268,4547,48498,3503,1811003
2022,4,2.07428,1.97776,7309,9526,3516,34810,3485,1760073
2022,5,1.68283,1.56091,6082,7748,2552,25831,3415,1654872
2022,6,1.44399,1.34542,6395,7610,2155,23731,3474,1763832
2022,7,1.49042,1.37085,6917,8500,1801,23946,3474,1746795
2022,8,1.46656,1.37026,7057,8330,1768,23609,3472,1722955
2022,9,1.58712,1.42301,7423,9830,1676,25801,3470,1813130
2022,10,1.70414,1.54683,8210,11085,1771,28077,3485,1815133
2022,11,1.83426,1.67881,9042,12124,2077,31359,3454,1867926
2022,12,1.87437,1.73443,9302,12648,2166,32423,3449,1869370
2022,13,1.97666,1.85462,9613,13660,2406,34822,3443,1877580
2022,14,2.07192,1.99404,10562,15187,2550,38144,3453,1912899
2022,15,2.16356,2.12964,11336,16095,2829,40966,3446,1923613
2022,16,2.20516,2.1833,11734,15748,3117,42086,3457,1927635
2022,17,2.30897,2.21509,12070,16372,3282,43420,3426,1960190
2022,18,2.36195,2.4143,12835,18631,3323,47799,3394,1979830
2022,19,2.55252,2.60892,14243,19989,3815,52025,3376,1994121
2022,20,2.4544,2.60434,15055,20746,3835,54081,3414,2076569
2022,21,2.39129,2.66831,14561,19982,3665,52385,3351,1963229
2022,22,2.43334,2.64646,15809,17507,3903,51863,3345,1959711
2022,23,2.16338,2.29329,14154,13726,3765,45240,3342,1972714
2022,24,1.9885,2.0741,12858,11205,3581,40250,3302,1940597
2022,25,1.87681,1.91807,11865,9933,3620,37830,3355,1972297
2022,26,1.80431,1.80208,11066,8513,3460,34566,3237,1918113
2022,27,1.8187,1.79307,10580,8593,3733,34983,3345,1951013
2022,28,1.67889,1.66869,9525,8111,3505,33011,3313,1978256
2022,29,1.66049,1.64913,9361,8116,3432,32611,3313,1977461
2022,30,1.67087,1.64799,9153,7859,3487,32040,3289,1944189
2022,31,1.53015,1.5292,8659,7476,3107,29641,3305,1938338
2022,32,1.51566,1.51741,8329,7813,2880,28642,3198,1887562
2022,33,1.60511,1.61916,9479,9934,2681,31572,3293,1949894
2022,34,1.83833,1.81145,10792,12593,2593,35787,3280,1975601
2022,35,1.96617,1.89564,11524,13887,2452,37513,3260,1978914
2022,36,2.02613,1.94934,12548,13475,2632,38334,3290,1966513
2022,37,2.04444,1.97433,13405,14610,2454,39838,3322,2017799
2022,38,2.29157,2.19998,15939,16713,2492,44726,3334,2033022
2022,39,2.37316,2.29832,17080,16825,2676,46321,3353,2015431
2022,40,2.61928,2.59379,18503,20141,3862,57318,3684,2209814
2022,41,2.97342,2.85133,20623,22779,4073,63388,3720,2223106
2022,42,3.33747,3.31688,23713,28368,4512,75615,3726,2279700
2022,43,4.40914,4.4466,32012,45003,5858,109496,3788,2462467
2022,44,5.46044,5.54702,37474,61015,6829,139247,3776,2510305
2022,45,5.77391,5.67263,38651,57053,7619,140055,3793,2468962
2022,46,5.95367,5.73531,34849,55229,8498,137419,3777,2396019
2022,47,7.46674,7.37142,39539,62925,12439,164936,3765,2237505
2022,48,7.22916,7.24012,38495,63623,16887,185673,3767,2564503
2022,49,6.83803,6.82928,32316,62563,15034,167248,3750,2448985
2022,50,6.32716,6.46231,28976,55613,13570,151672,3751,2347026
2022,51,5.98024,6.1412,25500,41624,13703,129978,3715,2116491
2022,52,5.33738,5.46656,22891,27251,15454,112531,3703,2058533
2023,1,3.94632,4.07732,16651,21006,13166,92034,3740,2257219
2023,2,2.95379,3.05773,12231,18061,8381,67720,3737,2214718
2023,3,2.64461,2.70671,11720,16915,6291,57770,3730,2134322
2023,4,2.63254,2.67225,12170,18680,5353,58231,3716,2179097
2023,5,2.58785,2.68591,12686,19751,5270,59326,3734,2208786
2023,6,2.59797,2.70465,13271,20964,5633,62258,3735,2301891
2023,7,2.57397,2.6371,13127,19818,5402,59665,3695,2262519
2023,8,2.53338,2.58651,13478,18410,5401,57223,3719,2212367
2023,9,2.41141,2.44348,12693,18281,5090,55682,3725,2278801
2023,10,2.36135,2.40445,12840,18388,4714,54686,3722,2274369
2023,11,2.35552,2.43524,13086,17814,4801,54263,3713,2228243
2023,12,2.31452,2.41343,13043,18685,4695,55394,3665,2295244
2023,13,2.26061,2.34891,12413,18078,4638,53342,3688,2270922
2023,14,2.13495,2.20628,11586,15673,4337,48355,3680,2191695
2023,15,2.01808,2.0726,11151,14832,4337,46725,3665,2254413
2023,16,1.91773,1.95437,9912,14788,4058,44507,3680,2277306
2023,17,1.91233,1.97315,10041,15803,3649,44802,3677,2270577
2023,18,1.95706,2.0174,10013,16115,3947,45582,3652,2259439
2023,19,1.92178,1.99349,10187,16725,3718,45769,3654,2295923
2023,20,1.88696,1.96616,9740,15517,3458,43287,3653,2201602
2023,21,1.83831,1.91398,9389,14611,3490,41516,3518,2169098
2023,22,1.85243,1.93826,9568,14220,3543,41589,3601,2145684
2023,23,1.58197,1.69283,8309,11628,3426,36939,3583,2182091
2023,24,1.49009,1.57462,7741,10223,3180,33880,3589,2151633
2023,25,1.36698,1.44401,6998,8941,2987,30889,3582,2139112
2023,26,1.276,1.32385,6388,8012,2910,28486,3539,2151758
2023,27,1.23501,1.29091,5944,7475,2817,26648,3569,2064286
2023,28,1.16269,1.20177,5608,7043,2760,25903,3542,2155400
2023,29,1.12962,1.19268,5718,6836,2841,25802,3560,2163359
2023,30,1.1716,1.23085,5812,7046,2947,26417,3551,2146245
2023,31,1.20886,1.26099,5678,6966,3000,26896,3542,2132922
2023,32,1.28069,1.35931,5982,7764,3365,29313,3521,2156467
2023,33,1.45906,1.53965,6688,9759,3641,33663,3533,2186399
2023,34,1.72129,1.8262,8234,13151,4038,40979,3524,2243946
2023,35,1.95643,1.97735,8980,14664,4345,44411,3537,2245988
2023,36,2.02622,2.0246,9546,14159,4589,44734,3538,2209523
2023,37,1.95721,1.99147,9485,14904,4401,45287,3558,2274050
2023,38,2.04894,2.13438,10912,16162,4510,48265,3558,2261308
2023,39,2.10325,2.17945,11376,16110,4550,49269,3552,2260617
2023,40,2.29409,2.25965,13515,18996,5054,56295,4128,2491313
2023,41,2.35629,2.31301,14420,18595,5096,57506,4148,2486196
2023,42,2.54523,2.51545,15718,20300,6195,62492,4133,2484323
2023,43,2.73438,2.68179,16984,22379,6712,67621,4158,2521484
2023,44,2.97587,2.91437,17798,24800,6695,72220,4153,2478067
2023,45,3.4444,3.32746,21463,29459,7755,85435,4149,2567575
2023,46,3.72689,3.5745,22022,30835,8424,90918,4152,2543517
2023,47,3.96686,3.78988,22394,25934,8416,85502,4165,2256063
2023,48,4.06965,3.96215,22639,30321,11207,103640,4138,2615751
2023,49,4.42663,4.3563,23350,38095,11371,114030,4101,2617588
2023,50,5.23245,5.20845,26071,48250,12571,135892,4117,2609070
2023,51,6.29572,6.31279,29762,53470,16624,163209,4088,2585371
2023,52,6.8592,6.90688,31481,41777,21711,166692,4080,2413419
2024,1,5.77064,5.76466,24673,32305,19380,143896,4106,2496177
2024,2,4.71362,4.75563,18145,31387,15393,118416,4105,2490019
2024,3,4.37578,4.35186,16151,29114,11559,100021,4115,2298349
2024,4,4.29221,4.22583,16221,34337,10652,105485,4139,2496196
2024,5,4.46959,4.28039,17262,38505,10056,107829,4121,2519137
2024,6,4.51087,4.40275,17960,41731,10047,112889,4124,2564056
2024,7,4.40285,4.33686,17397,38911,9967,108271,4112,2496527
2024,8,4.38166,4.32491,17657,37044,10182,107461,4105,2484697
2024,9,4.10029,4.08159,17331,35943,9916,104792,4104,2567431
2024,10,3.75989,3.73457,16496,33089,8823,94727,4108,2536489
2024,11,3.4346,3.40127,15875,29127,7744,84912,4047,2496480
2024,12,3.11693,3.15481,15096,26538,7127,78607,4101,2491652
2024,13,2.9996,3.03476,14433,23555,7110,73839,4094,2433109
2024,14,2.79499,2.83371,13917,20515,6787,68518,4069,2417957
2024,15,2.5645,2.59337,13266,19720,6378,64442,4083,2484876
2024,16,2.27006,2.29456,11842,18298,5768,57470,4069,2504615
2024,17,2.21325,2.24482,11395,18174,5289,55375,4042,2466789
2024,18,2.12639,2.14462,10942,17608,5125,53285,3996,2484589
2024,19,2.03166,2.03981,10144,16453,5000,50155,4041,2458810
2024,20,1.99982,2.03166,10317,15717,4984,49208,3996,2422054
2024,21,1.91583,1.95411,9824,14657,4953,47410,3955,2426165
2024,22,1.90331,1.92181,9659,13367,4942,44719,3942,2326921
2024,23,1.68337,1.72702,8268,11477,4905,41219,3913,2386712
2024,24,1.60335,1.60623,7418,10221,4629,37685,3902,2346172
2024,25,1.51185,1.54834,6718,9026,4675,35708,3887,2306211
2024,26,1.48758,1.50844,6240,9031,4670,35032,3784,2322393
2024,27,1.3943,1.45138,5710,7920,4660,31648,3738,2180550
